,pm10,pm25,so2,co,o3,no2,categori
510,0.27439024390243905,0.48447204968944113,0.275,0.46341463414634143,0.13286713286713286,0.5483870967741936,1
511,0.35975609756097565,0.5900621118012422,0.24999999999999994,0.4390243902439025,0.1048951048951049,0.5645161290322581,0
512,0.17682926829268292,0.29192546583850937,0.26250000000000007,0.3170731707317074,0.1048951048951049,0.5161290322580646,1
513,0.25,0.39751552795031064,0.3125,0.21951219512195122,0.09090909090909091,0.33870967741935487,1
514,0.2195121951219512,0.3167701863354037,0.3125,0.14634146341463414,0.05594405594405594,0.27419354838709675,1
515,0.23780487804878048,0.35403726708074534,0.3375,0.24390243902439027,0.05594405594405594,0.33870967741935487,1
516,0.25,0.39130434782608703,0.26250000000000007,0.29268292682926833,0.06293706293706294,0.467741935483871,1
517,0.1951219512195122,0.2981366459627329,0.275,0.3414634146341463,0.06993006993006995,0.4193548387096774,1
518,0.24390243902439024,0.37267080745341613,0.2375,0.3170731707317074,0.07692307692307693,0.4838709677419355,1
519,0.28658536585365857,0.3788819875776399,0.6125,0.19512195121951223,0.3426573426573427,0.1774193548387097,1
520,0.2682926829268293,0.3788819875776399,0.6000000000000001,0.17073170731707318,0.3006993006993007,0.12903225806451613,1
521,0.3231707317073171,0.4285714285714286,0.65,0.24390243902439027,0.21678321678321677,0.22580645161290325,1
522,0.2987804878048781,0.4347826086956521,0.6375000000000001,0.29268292682926833,0.2587412587412588,0.27419354838709675,1
523,0.25609756097560976,0.36645962732919257,0.6375000000000001,0.2682926829268293,0.40559440559440557,0.2903225806451613,1
524,0.3170731707317073,0.4347826086956521,0.7374999999999999,0.4390243902439025,0.2657342657342658,0.4838709677419355,1
525,0.27439024390243905,0.40993788819875776,0.6375000000000001,0.21951219512195122,0.32167832167832167,0.22580645161290325,1
526,0.18902439024390244,0.2857142857142858,0.5499999999999999,0.17073170731707318,0.3706293706293707,0.06451612903225809,1
527,0.24390243902439024,0.37267080745341613,0.6125,0.19512195121951223,0.3496503496503497,0.08064516129032259,1
